,,,,,,,,Shooting Star & Golden Cross Strategy Results,,,,,,,,,,,
,Shortlist,Tickers Traded,Entry Point Price,Exit Point Price,Shares Traded,Earnings ($),Earnings (%),Exit Strategy (Loss %),Exit Strategy (Win %),Exit Strategy (Time),Trading Period,Trading Start Date,Trading End Date,Trading Intervals,Account Value,Number of Stocks Traded,Profit (%),Annual Return (%),Mean Annual Return (%),Profit ($),Win Rate
15,,QCOM,48.189998626708984,35.0,2539.0,-13.189998626708984,-27.37082175262507,,,,,,,,,,,,,,
16,,SNE,41.0,41.349998474121094,2167.0,0.34999847412109375,0.853654814929497,,,,,,,,,,,,,,
17,,TXN,27.84000015258789,28.6299991607666,3219.0,0.7899990081787109,2.837640100031666,,,,,,,,,,,,,,
18,,TXN,28.950000762939453,28.950000762939453,3184.0,0.0,0.0,,,,,,,,,,,,,,
19,,AAPL,2.2810709476470947,2.3035709857940674,40412.0,0.022500038146972656,0.9863804617818334,,,,,,,,,,,,,,
20,,TXN,29.479999542236328,30.5,3157.0,1.0200004577636719,3.4599744694782157,,,,,,,,,,,,,,
21,,QCOM,35.310001373291016,36.279998779296875,2727.0,0.9699974060058594,2.7470896864353542,,,,,,,,,,,,,,
22,,MSFT,24.700000762939453,24.700000762939453,4006.0,0.0,0.0,,,,,,,,,,,,,,
23,,MSFT,24.700000762939453,25.049999237060547,4006.0,0.34999847412109375,1.4169978271670376,,,,,,,,,,,,,,
24,,AMD,23.93000030517578,25.190000534057617,4193.0,1.260000228881836,5.265358181417627,,,,,,,,,,,,,,
25,,MSFT,25.670000076293945,25.81999969482422,4115.0,0.14999961853027344,0.5843382083539492,,,,,,,,,,,,,,
26,,MSFT,25.739999771118164,25.920000076293945,4128.0,0.18000030517578125,0.6993018911280352,,,,,,,,,,,,,,
27,,MSFT,25.84000015258789,25.989999771118164,4140.0,0.14999961853027344,0.5804938763332433,,,,,,,,,,,,,,
28,,KO,22.290000915527344,22.405000686645508,4828.0,0.11499977111816406,0.5159253763783139,,,,,,,,,,,,,,
29,,JNJ,64.9000015258789,65.54000091552734,1666.0,0.6399993896484375,0.9861315479218248,,,,,,,,,,,,,,
30,,TTWO,14.40999984741211,14.5,7581.0,0.09000015258789062,0.6245673389375763,,,,,,,,,,,,,,
31,,PEP,64.41999816894531,62.86000061035156,1706.0,-1.55999755859375,-2.421604475216784,,,,,,,,,,,,,,
32,,PEP,62.849998474121094,63.31999969482422,1706.0,0.470001220703125,0.7478142117961246,,,,,,,,,,,,,,
33,,AMD,21.850000381469727,21.969999313354492,4945.0,0.11999893188476562,0.5491941866808058,,,,,,,,,,,,,,
34,,AMD,20.950000762939453,14.6899995803833,5186.0,-6.260001182556152,-29.88067281424683,,,,,,,,,,,,,,
35,,TXN,30.760000228881836,31.600000381469727,2477.0,0.8400001525878906,2.73081972151346,,,,,,,,,,,,,,
36,,INTC,19.1200008392334,19.280000686645508,4094.0,0.15999984741210938,0.8368192488977131,,,,,,,,,,,,,,
37,,MCD,43.63999938964844,44.099998474121094,1808.0,0.45999908447265625,1.0540767435981442,,,,,,,,,,,,,,
38,,SNE,52.880001068115234,53.220001220703125,1508.0,0.3400001525878906,0.6429654798038548,,,,,,,,,,,,,,
39,,AAPL,3.3399999141693115,3.356786012649536,24035.0,0.01678609848022461,0.5025778117242696,,,,,,,,,,,,,,
40,,QCOM,42.41999816894531,42.79999923706055,1901.0,0.3800010681152344,0.8958064227202732,,,,,,,,,,,,,,
41,,QCOM,42.25,42.68000030517578,1926.0,0.43000030517578125,1.0177522015994822,,,,,,,,,,,,,,
42,,MSFT,27.739999771118164,28.010000228881836,2964.0,0.2700004577636719,0.973325378483911,,,,,,,,,,,,,,
43,,AMD,12.710000038146973,13.399999618530273,6532.0,0.6899995803833008,5.4287929056835615,,,,,,,,,,,,,,
44,,QCOM,42.68000030517578,42.90999984741211,2051.0,0.22999954223632812,0.5388930191934329,,,,,,,,,,,,,,
45,,QCOM,42.099998474121094,42.5099983215332,2090.0,0.4099998474121094,0.9738714068223462,,,,,,,,,,,,,,
46,,AAPL,3.2228569984436035,3.2857139110565186,27574.0,0.06285691261291504,1.9503475532197108,,,,,,,,,,,,,,
47,,MSFT,28.850000381469727,29.09000015258789,3140.0,0.23999977111816406,0.8318882771048947,,,,,,,,,,,,,,
48,,AAPL,3.5299999713897705,3.5746428966522217,25879.0,0.04464292526245117,1.2646721140021748,,,,,,,,,,,,,,
49,,AAPL,3.56428599357605,3.5975000858306885,25954.0,0.03321409225463867,0.9318582267107852,,,,,,,,,,,,,,
50,,AAPL,3.585714101791382,3.609999895095825,26039.0,0.02428579330444336,0.6772930751035185,,,,,,,,,,,,,,
51,,AAPL,3.7114291191101074,3.746786117553711,25328.0,0.035356998443603516,0.9526518575163061,,,,,,,,,,,,,,
52,,AAPL,3.817142963409424,3.8478569984436035,24861.0,0.030714035034179688,0.8046341289440807,,,,,,,,,,,,,,
53,,AAPL,3.883570909500122,3.9149999618530273,24632.0,0.03142905235290527,0.809282309639885,,,,,,,,,,,,,,
54,,MSFT,30.969999313354492,30.969999313354492,3113.0,0.0,0.0,,,,,,,,,,,,,,
55,,AAPL,3.929286003112793,4.017499923706055,24543.0,0.08821392059326172,2.245036897883696,,,,,,,,,,,,,,
56,,AAPL,4.054999828338623,4.087500095367432,24316.0,0.032500267028808594,0.8014862738508254,,,,,,,,,,,,,,
57,,AAPL,4.083929061889648,4.288214206695557,24337.0,0.2042851448059082,5.002171725073617,,,,,,,,,,,,,,
58,,QCOM,42.95000076293945,43.529998779296875,2429.0,0.5799980163574219,1.35040280804346,,,,,,,,,,,,,,
59,,QCOM,42.77000045776367,43.040000915527344,2473.0,0.2700004577636719,0.6312846735419219,,,,,,,,,,,,,,
60,,TXN,36.86000061035156,37.22999954223633,2887.0,0.3699989318847656,1.003795240797845,,,,,,,,,,,,,,
61,,KO,25.69499969482422,26.024999618530273,4184.0,0.3299999237060547,1.2842962740821788,,,,,,,,,,,,,,
62,,AAPL,4.392857074737549,4.435357093811035,24787.0,0.04250001907348633,0.9674801239925497,,,,,,,,,,,,,,
63,,JNJ,61.11000061035156,61.5,1799.0,0.3899993896484375,0.6381924165492066,,,,,,,,,,,,,,
64,,TXN,37.7400016784668,37.93000030517578,2931.0,0.18999862670898438,0.503440959880485,,,,,,,,,,,,,,
65,,JNJ,61.619998931884766,61.939998626708984,1804.0,0.31999969482421875,0.5193114254642376,,,,,,,,,,,,,,
66,,QCOM,43.93000030517578,44.9900016784668,2544.0,1.0600013732910156,2.4129327701509884,,,,,,,,,,,,,,
67,,AAPL,4.918929100036621,5.010714054107666,23272.0,0.09178495407104492,1.8659539953597135,,,,,,,,,,,,,,
68,,AAPL,5.0,5.058928966522217,23322.0,0.0589289665222168,1.178579330444336,,,,,,,,,,,,,,
69,,AAPL,5.1339287757873535,5.211071014404297,22981.0,0.07714223861694336,1.502596588031407,,,,,,,,,,,,,,
70,,MSFT,29.979999542236328,29.459999084472656,3994.0,-0.5200004577636719,-1.734491213153911,,,,,,,,,,,,,,
71,,AAPL,5.583570957183838,5.635000228881836,21076.0,0.05142927169799805,0.9210820833543631,,,,,,,,,,,,,,
72,,AAPL,5.639999866485596,5.838929176330566,21057.0,0.1989293098449707,3.527115506279751,,,,,,,,,,,,,,
73,,AAPL,5.996786117553711,6.07857084274292,20503.0,0.08178472518920898,1.3638092736009018,,,,,,,,,,,,,,
74,,AAPL,5.994999885559082,6.053214073181152,20789.0,0.05821418762207031,0.9710456836254198,,,,,,,,,,,,,,
75,,QCOM,41.470001220703125,41.689998626708984,3034.0,0.21999740600585938,0.5304977080541531,,,,,,,,,,,,,,
76,,JNJ,65.94000244140625,66.37000274658203,1918.0,0.43000030517578125,0.6521084156129293,,,,,,,,,,,,,,
77,,JNJ,66.30999755859375,66.7300033569336,1920.0,0.42000579833984375,0.6333973967782346,,,,,,,,,,,,,,
78,,PEP,74.05999755859375,75.0,1730.0,0.94000244140625,1.2692444941853422,,,,,,,,,,,,,,
79,,JNJ,67.63999938964844,67.98999786376953,1918.0,0.34999847412109375,0.5174430474265457,,,,,,,,,,,,,,
80,,MSFT,33.59000015258789,33.91999816894531,3883.0,0.3299980163574219,0.9824293386673226,,,,,,,,,,,,,,
81,,JNJ,67.73999786376953,68.19000244140625,1944.0,0.45000457763671875,0.6643114730261925,,,,,,,,,,,,,,
82,,JNJ,68.30000305175781,62.59000015258789,1941.0,-5.710002899169922,-8.360179566672752,,,,,,,,,,,,,,
83,,JNJ,63.40999984741211,64.73999786376953,1916.0,1.3299980163574219,2.0974578450684254,,,,,,,,,,,,,,
84,,JNJ,65.30999755859375,65.8499984741211,1899.0,0.5400009155273438,0.8268273399380769,,,,,,,,,,,,,,
85,,PEP,71.41999816894531,71.91000366210938,1751.0,0.4900054931640625,0.6860900388221035,,,,,,,,,,,,,,
86,,AAPL,5.567500114440918,5.682857036590576,22621.0,0.1153569221496582,2.0719698208976545,,,,,,,,,,,,,,
87,,MSFT,30.0,30.190000534057617,4285.0,0.1900005340576172,0.6333351135253906,,,,,,,,,,,,,,
88,,JNJ,66.31999969482422,67.12000274658203,1950.0,0.8000030517578125,1.2062772247271991,,,,,,,,,,,,,,
89,,AAPL,5.817500114440918,5.90500020980835,22505.0,0.08750009536743164,1.5040841194008419,,,,,,,,,,,,,,
90,,AAPL,6.033570766448975,6.096428871154785,22026.0,0.06285810470581055,1.0418060405514287,,,,,,,,,,,,,,
91,,AAPL,6.06178617477417,6.1110711097717285,22151.0,0.049284934997558594,0.8130431126497907,,,,,,,,,,,,,,
92,,AAPL,6.251786231994629,6.292500019073486,21653.0,0.04071378707885742,0.651234472325643,,,,,,,,,,,,,,
93,,AAPL,6.212500095367432,6.248570919036865,21932.0,0.036070823669433594,0.5806168710778945,,,,,,,,,,,,,,
94,,AAPL,6.4285712242126465,6.497142791748047,21318.0,0.06857156753540039,1.0666688622369405,,,,,,,,,,,,,,
95,,AAPL,6.597499847412109,6.6446428298950195,20993.0,0.047142982482910156,0.7145582959187509,,,,,,,,,,,,,,
96,,AAPL,6.521070957183838,6.56321382522583,21391.0,0.04214286804199219,0.6462568544138619,,,,,,,,,,,,,,
97,,AAPL,6.609285831451416,6.7360711097717285,21242.0,0.1267852783203125,1.918290138353271,,,,,,,,,,,,,,
98,,JNJ,66.41000366210938,66.9800033569336,2154.0,0.5699996948242188,0.8583039653548995,,,,,,,,,,,,,,
99,,JNJ,66.68000030517578,67.0999984741211,2164.0,0.4199981689453125,0.629871276279391,,,,,,,,,,,,,,
100,,JNJ,67.69999694824219,68.44000244140625,2145.0,0.7400054931640625,1.0930657703423672,,,,,,,,,,,,,,
101,,QCOM,45.560001373291016,53.5,3222.0,7.939998626708984,17.427564502585177,,,,,,,,,,,,,,
102,,AAPL,5.679643154144287,5.728570938110352,30353.0,0.04892778396606445,0.8614587684151095,,,,,,,,,,,,,,
103,,PEP,67.22000122070312,67.9800033569336,2586.0,0.7600021362304688,1.1306190455652585,,,,,,,,,,,,,,
104,,INTC,23.020000457763672,23.739999771118164,7638.0,0.7199993133544922,3.1277119853908033,,,,,,,,,,,,,,
105,,AAPL,6.055356979370117,6.197143077850342,29948.0,0.1417860984802246,2.3414985931180117,,,,,,,,,,,,,,
106,,AAPL,6.31178617477417,6.356429100036621,29404.0,0.04464292526245117,0.707294639366462,,,,,,,,,,,,,,
107,,AAPL,6.403571128845215,3.557142972946167,29187.0,-2.846428155899048,-44.45063697469004,,,,,,,,,,,,,,
108,,AAPL,3.4785709381103516,3.563570976257324,29847.0,0.08500003814697266,2.443533268668853,,,,,,,,,,,,,,
109,,MSFT,23.360000610351562,23.690000534057617,4553.0,0.3299999237060547,1.4126708693655647,,,,,,,,,,,,,,
110,,QCOM,38.2599983215332,,,,,,,,,,,,,,,,,,
